object_id,area,perimeter,equivalent_diameter,major_axis_length,minor_axis_length,eccentricity,circularity,centroid_x,centroid_y,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,image
12,3928.0,251.89444430272832,70.71976337431934,76.4608557706916,66.24017512697799,0.49947563773525805,0.7779365297363313,808.3182281059063,613.6924643584522,575,774,652,845,dECM_1_2
13,3275.0,213.92388155425118,64.5744493511765,68.93944911650385,60.76810377890301,0.47223873488218904,0.8992959306299897,381.0103816793893,612.1618320610687,579,352,646,413,dECM_1_2
14,2230.0,186.75230867899737,53.28530927713015,58.65194243184416,49.37533143641023,0.539733011281954,0.8034942409717195,1014.817937219731,611.9313901345291,582,989,641,1044,dECM_1_2
15,1506.0,152.71067811865473,43.78925386862803,47.35948578893239,41.35903194064874,0.4871830950618485,0.8115140149828651,1245.1945551128817,622.4176626826029,598,1225,648,1268,dECM_1_2
16,2484.0,198.65180361560905,56.23812789489124,61.89692564166972,51.82200492869473,0.5468498827970937,0.7909999035540566,685.5152979066022,764.4057971014493,734,657,797,712,dECM_1_2
17,2513.0,187.58073580374358,56.56545744462308,61.95945369305314,51.84878027431233,0.5474813172998403,0.897482279719914,482.27298050139274,790.6824512534819,763,453,819,514,dECM_1_2
18,2434.0,194.02438661763952,55.66924691322298,61.301974971231814,51.202222604944396,0.5498766264277806,0.812489579380009,915.2497945768283,795.5497124075596,771,887,824,947,dECM_1_2
19,2543.0,196.33809511662426,56.90209277576282,62.08443188075793,53.29858699064199,0.512837770317946,0.8289857742575877,803.4349193865513,975.0055053086905,949,770,1005,833,dECM_1_2
20,5234.0,280.45079348883235,81.63415815174332,97.81471194541764,68.5618469004253,0.7132242356724053,0.8362386496686007,589.8098968284295,985.812571646924,950,545,1024,638,dECM_1_2
21,2127.0,177.63961030678928,52.04018170271594,53.9946964004035,50.66778076600837,0.3455932847906723,0.847027928680815,170.32722143864598,978.633756464504,954,146,1006,196,dECM_1_2
22,3031.0,231.86500705120548,62.1223716554051,75.53871209960035,53.4157863009111,0.7070822798777219,0.7084763871956556,918.1530847904982,1151.725503134279,1113,891,1191,947,dECM_1_2
23,3633.0,235.3086578651014,68.01234642344613,72.81424484145174,64.27229715464539,0.46995850614247175,0.8245166847892137,70.05505092210295,1162.289843104872,1129,38,1201,106,dECM_1_2
24,1985.0,187.33809511662426,50.273059348912696,56.25225037397627,46.69612203052692,0.557584674302033,0.7107521387868005,1131.2020151133502,1165.1425692695213,1140,1103,1195,1158,dECM_1_2
25,2740.0,207.4386001800126,59.0650180104463,63.21465980506374,56.7530396196255,0.44043829576892557,0.8001681867917121,705.5616788321167,1167.1226277372264,1141,675,1200,735,dECM_1_2
26,3408.0,222.89444430272832,65.872607117507,68.55684974856314,63.72568159677836,0.36874528184253524,0.8620073376422942,267.6475938967136,1178.0234741784038,1144,232,1210,302,dECM_1_2
27,2402.0,183.78174593052026,55.30209206218026,56.976094114513685,53.90960559501628,0.32364266486607574,0.893671938193967,175.00124895920067,1345.725645295587,1319,148,1372,204,dECM_1_2
28,2525.0,196.12489168102783,56.700351413869434,58.105702313709024,56.05082707036658,0.26358722232583265,0.8249085652115533,384.14257425742574,1350.6605940594059,1324,357,1379,414,dECM_1_2
29,2522.0,189.43860018001257,56.666658025880444,64.02006548965252,50.28873798135128,0.6188422951722359,0.8831164904302058,609.3568596352102,1349.3033306899285,1325,578,1375,642,dECM_1_2
